fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity,highway_proximity_km,highway_proximity_source
ELEC,Auburn Mall - Tesla Supercharger,public,Tesla,,Auburn Mall - Tesla Supercharger,1627 Opelika Road,Auburn,AL,36830,US,32.6278,-85.4451,"1627 Opelika Road, Auburn, AL, 36830, US",AFDC,Alabama,AL,1,Lee County,81,1081,36830.0,194.0,"Columbus-Auburn-Opelika, GA-AL",Auburn,1081041102,3,1081040000.0,32.6278,-85.4451,815.76,39.7,tract,tract,1.88,tract,False,Urban,44380,tract,41.21,tract,1.3,tract,12.62,tract,257800.0,1091,236.297,tract,tract,tract,2954.6123240660613,2.954612324066061,coordinate
ELEC,Uptown Entertainment District - Tesla Supercharger,public,Tesla,,Uptown Entertainment District - Tesla Supercharger,2221 Richard Arrington Junior Blvd.,Birmingham,AL,35203,US,33.5258,-86.8071,"2221 Richard Arrington Junior Blvd., Birmingham, AL, 35203, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,,142.0,"Birmingham-Hoover-Talladega, AL",Birmingham,1073002702,4,1073000000.0,33.5258,-86.8071,802.44,43.3,tract,tract,1.32,tract,False,Urban,17295,tract,10.26,tract,10.21,tract,47.31,tract,224900.0,604,198.675,county,tract,county,91.18756386390784,0.09118756386390783,coordinate
ELEC,Hampton Inn Greenville - Tesla Supercharger,public,Tesla,,Hampton Inn Greenville - Tesla Supercharger,219 Interstate Drive,Greenville,AL,36037,US,31.856,-86.6358,"219 Interstate Drive, Greenville, AL, 36037, US",AFDC,Alabama,AL,1,Butler County,13,1013,36037.0,,,Greenville,1013952700,1,1013950000.0,31.856,-86.6358,17.4,47.3,tract,tract,2.23,tract,False,Rural,41061,tract,11.87,tract,10.75,tract,28.06,tract,143200.0,713,200.842,tract,tract,tract,123.46415331839586,0.12346415331839586,coordinate
ELEC,The Bel Air Mall - Tesla Supercharger,public,Tesla,,The Bel Air Mall - Tesla Supercharger,3201 Airport Blvd,Mobile,AL,36606,US,30.6716,-88.1186,"3201 Airport Blvd, Mobile, AL, 36606, US",AFDC,Alabama,AL,1,Mobile County,97,1097,36606.0,380.0,"Mobile-Daphne-Fairhope, AL",Mobile,1097002900,3,1097000000.0,30.6716,-88.1186,982.28,29.9,tract,tract,2.31,tract,False,Urban,41499,tract,28.4,tract,9.39,tract,18.32,tract,177900.0,950,187.263,tract,tract,tract,814.9589509974818,0.8149589509974818,coordinate
ELEC,Oxford Exchange - Tesla Supercharger,public,Tesla,,Oxford Exchange - Tesla Supercharger,1105 Oxford Exchange Blvd,Oxford,AL,36203,US,33.6099,-85.7821,"1105 Oxford Exchange Blvd, Oxford, AL, 36203, US",AFDC,Alabama,AL,1,Calhoun County,15,1015,36203.0,11500.0,"Anniston-Oxford, AL",Oxford,1015001101,2,1015000000.0,33.6099,-85.7821,67.92,43.5,tract,tract,2.38,tract,False,Urban,77628,tract,21.26,tract,1.54,tract,2.47,tract,282600.0,797,185.945,tract,tract,county,184.06937689198358,0.18406937689198358,coordinate
ELEC,Love's Travel Stop - Tesla Supercharger,public,Tesla,,Love's Travel Stop - Tesla Supercharger,905 Steele Station Road,Steele,AL,35987,US,33.9338,-86.1916,"905 Steele Station Road, Steele, AL, 35987, US",AFDC,Alabama,AL,1,St. Clair County,115,1115,35987.0,142.0,"Birmingham-Hoover-Talladega, AL",Steele,1115040401,4,1115040000.0,33.9338,-86.1916,20.31,48.5,tract,tract,2.56,tract,True,Urban,66523,tract,11.03,tract,2.83,tract,16.33,tract,186100.0,792,234.975,tract,tract,tract,102.3734649578092,0.1023734649578092,coordinate
ELEC,HIGHLAND STATION 2,public,ChargePoint Network,,HIGHLAND STATION 2,151 Du Rhu Drive,Mobile,AL,36608,US,30.6936,-88.1276,"151 Du Rhu Drive, Mobile, AL, 36608, US",AFDC,Alabama,AL,1,Mobile County,97,1097,36608.0,380.0,"Mobile-Daphne-Fairhope, AL",Mobile,1097003302,1,1097000000.0,30.6936,-88.1276,977.78,29.3,tract,tract,2.44,tract,False,Urban,111042,tract,72.36,tract,1.42,tract,9.92,tract,376900.0,1490,252.953,tract,tract,tract,210.64054788376743,0.21064054788376743,coordinate
ELEC,HIGHLAND STATION 1,public,ChargePoint Network,,HIGHLAND STATION 1,151 Du Rhu Drive,Mobile,AL,36608,US,30.6925,-88.1272,"151 Du Rhu Drive, Mobile, AL, 36608, US",AFDC,Alabama,AL,1,Mobile County,97,1097,36608.0,380.0,"Mobile-Daphne-Fairhope, AL",Mobile,1097003302,1,1097000000.0,30.6925,-88.1272,977.78,29.3,tract,tract,2.44,tract,False,Urban,111042,tract,72.36,tract,1.42,tract,9.92,tract,376900.0,1490,252.953,tract,tract,tract,150.08602390487246,0.15008602390487247,coordinate
ELEC,Tru by Hilton Auburn - Tesla Destination,public,Tesla Destination,HOTEL,Tru by Hilton Auburn - Tesla Destination,2411 W Pace Blvd,Auburn,AL,36830,US,32.5572,-85.5047,"2411 W Pace Blvd, Auburn, AL, 36830, US",AFDC,Alabama,AL,1,Lee County,81,1081,36830.0,194.0,"Columbus-Auburn-Opelika, GA-AL",Auburn,1081040502,1,1081040000.0,32.5572,-85.5047,209.64,28.1,tract,tract,2.43,tract,False,Urban,48710,tract,55.71,tract,8.45,tract,13.78,tract,320500.0,985,238.939,tract,tract,county,215.93003883394732,0.21593003883394732,coordinate
ELEC,Grand Bohemian Hotel Mountain Brook - Tesla Destination,public,Tesla Destination,HOTEL,Grand Bohemian Hotel Mountain Brook - Tesla Destination,2655 Lane Park Rd,Birmingham,AL,35223,US,33.4881,-86.7741,"2655 Lane Park Rd, Birmingham, AL, 35223, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,35223.0,142.0,"Birmingham-Hoover-Talladega, AL",Mountain Brook,1073010801,4,1073010000.0,33.4881,-86.7741,1501.76,36.9,tract,tract,2.42,tract,False,Urban,129438,tract,91.56,tract,3.22,tract,2.59,tract,1018400.0,1500,198.675,tract,tract,county,3898.910351826453,3.8989103518264527,coordinate
ELEC,Embassy Suites Birmingham - Hoover - Tesla Destination,public,Tesla Destination,HOTEL,Embassy Suites Birmingham - Hoover - Tesla Destination,2960 John Hawkins Pkwy,Birmingham,AL,35244,US,33.3692,-86.8161,"2960 John Hawkins Pkwy, Birmingham, AL, 35244, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,35244.0,142.0,"Birmingham-Hoover-Talladega, AL",Hoover,1073014408,1,1073010000.0,33.3692,-86.8161,1189.79,30.7,tract,tract,1.98,tract,False,Urban,48564,tract,45.59,tract,0.0,tract,6.7,tract,247200.0,1383,178.742,tract,tract,tract,1061.0138069284071,1.0610138069284072,coordinate
ELEC,Hampton Inn Birmingham I-65/Lakeshore Drive - Tesla Destination,public,Tesla Destination,HOTEL,Hampton Inn Birmingham I-65/Lakeshore Drive - Tesla Destination,30 State Farm Pkwy,Birmingham,AL,35209,US,33.4579,-86.821,"30 State Farm Pkwy, Birmingham, AL, 35209, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,35209.0,142.0,"Birmingham-Hoover-Talladega, AL",Homewood,1073010706,1,1073010000.0,33.4579,-86.821,583.03,28.5,tract,tract,2.26,tract,False,Urban,72324,tract,55.23,tract,2.47,tract,13.42,tract,342700.0,1457,235.209,tract,tract,tract,62.12940160734085,0.06212940160734085,coordinate
ELEC,Home2 Suites Birmingham Colonnade - Tesla Destination,public,Tesla Destination,HOTEL,Home2 Suites Birmingham Colonnade - Tesla Destination,3920 Colonnade Pkwy,Birmingham,AL,35243,US,33.4372,-86.7298,"3920 Colonnade Pkwy, Birmingham, AL, 35243, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,35243.0,142.0,"Birmingham-Hoover-Talladega, AL",Birmingham,1073012910,2,1073010000.0,33.4372,-86.7298,660.06,31.7,tract,tract,1.76,tract,False,Urban,92780,tract,64.55,tract,5.56,tract,8.13,tract,394500.0,1723,228.961,tract,tract,tract,419.05447063650047,0.4190544706365005,coordinate
ELEC,Fairfield Inn & Suites Birmingham Colonnade - Tesla Destination,public,Tesla Destination,HOTEL,Fairfield Inn & Suites Birmingham Colonnade - Tesla Destination,3930 Colonnade Pkwy,Birmingham,AL,35243,US,33.4371,-86.7298,"3930 Colonnade Pkwy, Birmingham, AL, 35243, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,35243.0,142.0,"Birmingham-Hoover-Talladega, AL",Birmingham,1073012910,2,1073010000.0,33.4371,-86.7298,660.06,31.7,tract,tract,1.76,tract,False,Urban,92780,tract,64.55,tract,5.56,tract,8.13,tract,394500.0,1723,228.961,tract,tract,tract,426.7342504202282,0.42673425042022817,coordinate
ELEC,SpringHill Suites Birmingham Colonnade - Tesla Destination,public,Tesla Destination,HOTEL,SpringHill Suites Birmingham Colonnade - Tesla Destination,3950 Colonnade Pkwy,Birmingham,AL,35243,US,33.4369,-86.7349,"3950 Colonnade Pkwy, Birmingham, AL, 35243, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,35243.0,142.0,"Birmingham-Hoover-Talladega, AL",Birmingham,1073012910,2,1073010000.0,33.4369,-86.7349,660.06,31.7,tract,tract,1.76,tract,False,Urban,92780,tract,64.55,tract,5.56,tract,8.13,tract,394500.0,1723,228.961,tract,tract,tract,95.60377642875724,0.09560377642875724,coordinate
ELEC,Hilton Birmingham Perimeter Park - Tesla Destination,public,Tesla Destination,HOTEL,Hilton Birmingham Perimeter Park - Tesla Destination,8 Perimeter Park S,Birmingham,AL,35243,US,33.4374,-86.726,"8 Perimeter Park S, Birmingham, AL, 35243, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,35243.0,142.0,"Birmingham-Hoover-Talladega, AL",Birmingham,1073012910,2,1073010000.0,33.4374,-86.726,660.06,31.7,tract,tract,1.76,tract,False,Urban,92780,tract,64.55,tract,5.56,tract,8.13,tract,394500.0,1723,228.961,tract,tract,tract,660.8343631157505,0.6608343631157505,coordinate
ELEC,TownePlace Suites by Marriott Dothan - Tesla Destination,public,Tesla Destination,HOTEL,TownePlace Suites by Marriott Dothan - Tesla Destination,201 Retail Dr,Dothan,AL,36303,US,31.2555,-85.4286,"201 Retail Dr, Dothan, AL, 36303, US",AFDC,Alabama,AL,1,Houston County,69,1069,36303.0,222.0,"Dothan-Ozark, AL",Dothan,1069040301,2,1069040000.0,31.2555,-85.4286,582.21,37.8,tract,tract,2.33,tract,False,Urban,50840,tract,18.09,tract,6.7,tract,15.89,tract,154600.0,782,197.698,tract,tract,tract,55939.39782017558,52.27089292212851,imputed_county_name
ELEC,Benson's Appliance Center - Tesla Destination,public,Tesla Destination,SHOPPING_CENTER,Benson's Appliance Center - Tesla Destination,501 N McKenzie St,Foley,AL,36535,US,30.4108,-87.684,"501 N McKenzie St, Foley, AL, 36535, US",AFDC,Alabama,AL,1,Baldwin County,3,1003,36535.0,380.0,"Mobile-Daphne-Fairhope, AL",Foley,1003011501,3,1003010000.0,30.4108,-87.684,220.2,48.0,tract,tract,2.33,tract,False,Urban,60299,tract,22.1,tract,8.11,tract,15.07,tract,244800.0,1109,220.739,tract,tract,tract,24231.88305083522,16.92804260975145,imputed_county_name
ELEC,Fairfield Inn & Suites by Marriott Gadsden - Tesla Destination,public,Tesla Destination,HOTEL,Fairfield Inn & Suites by Marriott Gadsden - Tesla Destination,116 Walker St,Gadsden,AL,35904,US,33.9989,-86.0883,"116 Walker St, Gadsden, AL, 35904, US",AFDC,Alabama,AL,1,Etowah County,55,1055,35954.0,23460.0,"Gadsden, AL",Gadsden,1055010201,3,1055010000.0,33.9989,-86.0883,233.17,41.0,tract,tract,2.25,tract,False,Urban,50982,tract,10.59,tract,3.45,tract,20.26,tract,124000.0,613,202.284,tract,tract,tract,166.3792614129256,0.16637926141292558,coordinate
ELEC,LuLu's Gulf Shores - Tesla Destination,public,Tesla Destination,HOTEL,LuLu's Gulf Shores - Tesla Destination,200 E 25th Ave,Gulf Shores,AL,36542,US,30.28,-87.685,"200 E 25th Ave, Gulf Shores, AL, 36542, US",AFDC,Alabama,AL,1,Baldwin County,3,1003,36542.0,380.0,"Mobile-Daphne-Fairhope, AL",Gulf Shores,1003011413,1,1003010000.0,30.28,-87.685,193.63,50.2,tract,tract,2.02,tract,False,Urban,74775,tract,37.6,tract,4.39,tract,5.75,tract,382800.0,1625,235.569,tract,tract,tract,37013.37613923,16.92804260975145,imputed_county_name
ELEC,Residence Inn Birmingham Hoover - Tesla Destination,public,Tesla Destination,HOTEL,Residence Inn Birmingham Hoover - Tesla Destination,2725 John Hawkins Pkwy,Hoover,AL,35244,US,33.3629,-86.8284,"2725 John Hawkins Pkwy, Hoover, AL, 35244, US",AFDC,Alabama,AL,1,Jefferson County,73,1073,35244.0,142.0,"Birmingham-Hoover-Talladega, AL",Hoover,1073014410,2,1073010000.0,33.3629,-86.8284,371.04,42.4,tract,tract,2.26,tract,False,Urban,125966,tract,65.74,tract,1.41,tract,5.35,tract,452300.0,1568,288.457,tract,tract,tract,981.0871620885329,0.9810871620885329,coordinate
ELEC,Hampton Inn Huntsville/Village of Providence - Tesla Destination,public,Tesla Destination,HOTEL,Hampton Inn Huntsville/Village of Providence - Tesla Destination,328 Providence Main St,Huntsville,AL,35806,US,34.7533,-86.6924,"328 Providence Main St, Huntsville, AL, 35806, US",AFDC,Alabama,AL,1,Madison County,89,1089,35806.0,290.0,"Huntsville-Decatur, AL",Huntsville,1089010627,1,1089010000.0,34.7533,-86.6924,850.3,26.7,tract,tract,1.74,tract,False,Urban,78771,tract,75.11,tract,1.0,tract,15.24,tract,506100.0,1412,239.964,tract,tract,county,1842.692682997738,1.8426926829977381,coordinate
ELEC,The Kate Shepard House Bed and Breakfast - Tesla Destination,public,Tesla Destination,B_AND_B,The Kate Shepard House Bed and Breakfast - Tesla Destination,1552 Monterey Pl,Mobile,AL,36604,US,30.6845,-88.0739,"1552 Monterey Pl, Mobile, AL, 36604, US",AFDC,Alabama,AL,1,Mobile County,97,1097,36604.0,380.0,"Mobile-Daphne-Fairhope, AL",Mobile,1097000902,2,1097000000.0,30.6845,-88.0739,1639.05,35.6,tract,tract,2.18,tract,False,Urban,96750,tract,60.43,tract,0.81,tract,16.31,tract,256800.0,857,299.65,tract,tract,tract,2957.9194741421607,2.9579194741421606,coordinate
ELEC,Hilton Garden Inn Mobile West I-65/Airport Blvd. - Tesla Destination,public,Tesla Destination,HOTEL,Hilton Garden Inn Mobile West I-65/Airport Blvd. - Tesla Destination,828 W I-65 Service Rd S,Mobile,AL,36609,US,30.6742,-88.1292,"828 W I-65 Service Rd S, Mobile, AL, 36609, US",AFDC,Alabama,AL,1,Mobile County,97,1097,,380.0,"Mobile-Daphne-Fairhope, AL",Mobile,1097003206,1,1097000000.0,30.6742,-88.1292,1344.98,33.7,tract,tract,1.78,tract,False,Urban,72672,tract,22.93,tract,1.56,tract,5.33,tract,176600.0,1024,172.968,county,tract,county,174.41174890904173,0.17441174890904174,coordinate
ELEC,Sleep Inn Eastchase - Tesla Destination,public,Tesla Destination,INN,Sleep Inn Eastchase - Tesla Destination,10150 Chantilly Pkwy,Montgomery,AL,36117,US,32.3632,-86.1379,"10150 Chantilly Pkwy, Montgomery, AL, 36117, US",AFDC,Alabama,AL,1,Montgomery County,101,1101,36117.0,388.0,"Montgomery-Selma-Alexander City, AL",Montgomery,1101005412,4,1101010000.0,32.3632,-86.1379,545.3,41.7,tract,tract,2.1,tract,False,Urban,68235,tract,59.41,tract,0.86,tract,11.69,tract,255400.0,1388,184.006,tract,tract,tract,518.8543567329227,0.5188543567329227,coordinate
ELEC,Best Western Montgomery I-85 North Hotel - Tesla Destination,public,Tesla Destination,HOTEL,Best Western Montgomery I-85 North Hotel - Tesla Destination,5225 Carmichael Rd,Montgomery,AL,36106,US,32.3611,-86.2168,"5225 Carmichael Rd, Montgomery, AL, 36106, US",AFDC,Alabama,AL,1,Montgomery County,101,1101,36106.0,388.0,"Montgomery-Selma-Alexander City, AL",Montgomery,1101003304,1,1101000000.0,32.3611,-86.2168,789.18,35.0,tract,tract,1.7,tract,False,Urban,44817,tract,49.11,tract,5.9,tract,15.65,tract,143900.0,1048,137.309,tract,tract,tract,165.08637654479844,0.16508637654479844,coordinate
ELEC,Fairfield Inn & Suites Montgomery-EastChase Parkway - Tesla Destination,public,Tesla Destination,HOTEL,Fairfield Inn & Suites Montgomery-EastChase Parkway - Tesla Destination,8970 Eastchase Pkwy,Montgomery,AL,36117,US,32.3632,-86.1406,"8970 Eastchase Pkwy, Montgomery, AL, 36117, US",AFDC,Alabama,AL,1,Montgomery County,101,1101,36117.0,388.0,"Montgomery-Selma-Alexander City, AL",Montgomery,1101005411,2,1101010000.0,32.3632,-86.1406,808.63,44.7,tract,tract,2.95,tract,False,Urban,119054,tract,72.83,tract,0.0,tract,2.72,tract,414400.0,1061,150.895,tract,county,county,476.29152866954877,0.47629152866954877,coordinate
ELEC,Hilton Garden Inn Orange Beach - Tesla Destination,public,Tesla Destination,HOTEL,Hilton Garden Inn Orange Beach - Tesla Destination,23092 Perdido Beach Blvd,Orange Beach,AL,36561,US,30.2578,-87.6306,"23092 Perdido Beach Blvd, Orange Beach, AL, 36561, US",AFDC,Alabama,AL,1,Baldwin County,3,1003,36561.0,380.0,"Mobile-Daphne-Fairhope, AL",Orange Beach,1003011418,2,1003010000.0,30.2578,-87.6306,107.29,53.5,tract,tract,1.89,tract,False,Urban,70375,tract,29.79,tract,1.92,tract,7.22,tract,352900.0,1190,296.555,tract,tract,tract,37517.21426334561,16.92804260975145,imputed_county_name
ELEC,Holiday Inn Express Orange Beach - Tesla Destination,public,Tesla Destination,HOTEL,Holiday Inn Express Orange Beach - Tesla Destination,24700 Perdido Beach Blvd,Orange Beach,AL,36561,US,30.2649,-87.6031,"24700 Perdido Beach Blvd, Orange Beach, AL, 36561, US",AFDC,Alabama,AL,1,Baldwin County,3,1003,36561.0,380.0,"Mobile-Daphne-Fairhope, AL",Orange Beach,1003011418,2,1003010000.0,30.2649,-87.6031,107.29,53.5,tract,tract,1.89,tract,False,Urban,70375,tract,29.79,tract,1.92,tract,7.22,tract,352900.0,1190,296.555,tract,tract,tract,36064.91398732101,16.92804260975145,imputed_county_name
ELEC,Hampton Inn & Suites Orange Beach - Tesla Destination,public,Tesla Destination,HOTEL,Hampton Inn & Suites Orange Beach - Tesla Destination,25518 Perdido Beach Blvd,Orange Beach,AL,36561,US,30.2682,-87.5892,"25518 Perdido Beach Blvd, Orange Beach, AL, 36561, US",AFDC,Alabama,AL,1,Baldwin County,3,1003,36561.0,380.0,"Mobile-Daphne-Fairhope, AL",Orange Beach,1003011418,2,1003010000.0,30.2682,-87.5892,107.29,53.5,tract,tract,1.89,tract,False,Urban,70375,tract,29.79,tract,1.92,tract,7.22,tract,352900.0,1190,296.555,tract,tract,tract,35420.221027332336,16.92804260975145,imputed_county_name
ELEC,The Gulf - Tesla Destination,public,Tesla Destination,RESTAURANT,The Gulf - Tesla Destination,27500 Perdido Beach Blvd,Orange Beach,AL,36561,US,30.2769,-87.5563,"27500 Perdido Beach Blvd, Orange Beach, AL, 36561, US",AFDC,Alabama,AL,1,Baldwin County,3,1003,36561.0,380.0,"Mobile-Daphne-Fairhope, AL",Orange Beach,1003011415,1,1003010000.0,30.2769,-87.5563,242.66,64.4,tract,tract,2.08,tract,False,Urban,104118,tract,57.52,tract,4.43,tract,3.29,tract,841700.0,2583,236.994,tract,tract,county,33959.31774181985,16.92804260975145,imputed_county_name
ELEC,Holiday Inn Express & Suites Prattville South - Tesla Destination,public,Tesla Destination,HOTEL,Holiday Inn Express & Suites Prattville South - Tesla Destination,203 Legends Ct,Prattville,AL,36066,US,32.4552,-86.4004,"203 Legends Ct, Prattville, AL, 36066, US",AFDC,Alabama,AL,1,Elmore County,51,1051,36066.0,388.0,"Montgomery-Selma-Alexander City, AL",Prattville,1051031300,1,1051030000.0,32.4552,-86.4004,150.11,37.4,tract,tract,2.56,tract,True,Urban,72222,tract,36.77,tract,4.05,tract,10.51,tract,124900.0,1213,102.968,tract,tract,tract,1273.9943371431377,1.2739943371431377,coordinate
ELEC,Home2 Suites by Hilton Prattville - Tesla Destination,public,Tesla Destination,HOTEL,Home2 Suites by Hilton Prattville - Tesla Destination,2505 Legends Dr,Prattville,AL,36066,US,32.4561,-86.4015,"2505 Legends Dr, Prattville, AL, 36066, US",AFDC,Alabama,AL,1,Elmore County,51,1051,36066.0,388.0,"Montgomery-Selma-Alexander City, AL",Prattville,1051031300,1,1051030000.0,32.4561,-86.4015,150.11,37.4,tract,tract,2.56,tract,True,Urban,72222,tract,36.77,tract,4.05,tract,10.51,tract,124900.0,1213,102.968,tract,tract,tract,1317.4930004487533,1.3174930004487533,coordinate
